Age,Income,Score,Experience,Purchases_Last_Year,Purchased,Gender_Male,Gender_Other,Product_Type_Clothing,Product_Type_Electronics,Product_Type_Food
21.0,80890.0,60.0,33.0,44.0,0.0,False,False,False,True,False
19.0,86387.0,80.0,16.0,7.0,1.0,False,False,True,False,False
23.0,38071.0,25.0,36.0,28.0,0.0,False,False,False,False,False
59.0,79275.0,35.0,24.0,31.0,0.0,False,False,False,False,False
21.0,92369.0,0.0,37.0,43.0,0.0,False,True,True,False,False
46.0,31938.0,7.0,11.0,17.0,1.0,False,False,True,False,False
35.0,55195.0,98.0,22.0,5.0,1.0,True,False,False,False,True
43.0,111680.0,51.0,21.0,17.0,1.0,False,False,False,False,True
61.0,24000.0,78.0,20.0,18.0,0.0,True,False,False,False,True
51.0,90588.0,46.0,26.0,21.0,1.0,False,False,False,False,False
27.0,121042.0,55.0,30.0,36.0,1.0,True,False,False,False,True
53.0,113610.0,85.0,5.0,31.0,1.0,False,False,False,True,False
31.0,140420.0,13.0,26.0,40.0,0.0,False,False,False,True,False
48.0,123691.0,89.0,39.0,2.0,1.0,False,False,False,False,True
65.0,126306.0,27.0,33.0,27.0,1.0,False,False,False,True,False
32.0,117856.0,86.0,11.0,9.0,0.0,True,False,False,False,False
25.0,58304.0,77.0,6.0,34.0,1.0,True,False,False,True,False
31.0,131783.0,87.0,9.0,28.0,0.0,True,False,False,False,False
40.0,89449.0,1.0,16.0,14.0,0.0,True,False,True,False,False
57.0,102986.0,25.0,25.0,32.0,1.0,False,False,True,False,False
38.0,109643.0,13.0,20.0,6.0,1.0,True,False,True,False,False
33.0,40764.0,58.0,27.0,11.0,1.0,False,True,True,False,False
62.0,128940.0,55.0,1.0,48.0,0.0,False,False,False,True,False
35.0,106027.0,6.0,0.0,29.0,0.0,False,False,False,False,True
64.0,58494.0,2.0,35.0,20.0,1.0,True,False,False,True,False
41.0,23373.0,22.0,25.0,30.0,0.0,False,False,False,False,False
43.0,32161.0,17.0,28.0,23.0,0.0,False,False,False,True,False
42.0,117532.0,37.0,20.0,19.0,1.0,False,False,False,True,False
62.0,112658.0,98.0,10.0,36.0,1.0,False,False,False,False,False
58.0,143633.0,14.0,39.0,3.0,1.0,False,False,True,False,False
46.0,120386.0,63.0,10.0,27.0,1.0,True,False,True,False,False
32.0,47350.0,88.0,35.0,43.0,1.0,False,False,True,False,False
62.0,113008.0,27.0,38.0,19.0,0.0,True,False,False,False,True
18.0,114297.0,73.0,39.0,23.0,0.0,True,False,False,False,False
42.0,45351.0,38.0,34.0,49.0,0.0,True,False,False,False,False
24.0,108668.0,56.0,33.0,48.0,1.0,True,False,False,True,False
26.0,134585.0,16.0,23.0,31.0,1.0,True,False,False,False,True
41.0,35305.0,85.0,21.0,40.0,1.0,True,False,True,False,False
18.0,95353.0,89.0,4.0,35.0,1.0,False,True,False,False,True
61.0,96797.0,43.0,32.0,33.0,1.0,False,False,False,False,False
25.0,85953.0,24.0,35.0,35.0,0.0,False,True,False,False,False
41.0,77458.0,16.0,19.0,1.0,1.0,True,False,False,True,False
28.0,127112.0,12.0,18.0,14.0,1.0,True,False,False,True,False
68.0,40358.0,83.0,34.0,33.0,1.0,False,False,False,False,False
34.0,23267.0,24.0,16.0,35.0,0.0,True,False,True,False,False
25.0,102745.0,67.0,33.0,5.0,1.0,True,False,True,False,False
52.0,109588.0,9.0,8.0,38.0,0.0,False,False,False,False,True
52.0,58513.0,66.0,25.0,41.0,0.0,True,False,False,False,False
50.0,46092.0,17.0,1.0,11.0,0.0,False,False,False,False,False
22.0,31338.0,99.0,8.0,2.0,1.0,False,False,True,False,False
59.0,20412.0,85.0,8.0,44.0,1.0,True,False,True,False,False
56.0,27543.0,33.0,39.0,17.0,1.0,True,False,False,False,False
58.0,125891.0,7.0,16.0,39.0,1.0,False,False,False,True,False
45.0,53496.0,39.0,0.0,20.0,0.0,True,False,False,False,False
24.0,80692.0,82.0,24.0,14.0,1.0,True,False,False,False,False
26.0,109084.0,41.0,39.0,32.0,1.0,False,True,True,False,False
25.0,112920.0,40.0,24.0,34.0,1.0,True,False,True,False,False
29.0,143555.0,5.0,38.0,25.0,1.0,False,False,False,True,False
51.0,64425.0,51.0,34.0,7.0,0.0,False,True,False,True,False
50.0,58756.0,25.0,2.0,35.0,0.0,True,False,False,False,True
65.0,38888.0,63.0,36.0,47.0,0.0,True,False,False,False,False
40.0,55735.0,97.0,29.0,29.0,0.0,True,False,True,False,False
41.0,67295.0,58.0,37.0,22.0,0.0,True,False,False,True,False
54.0,137474.0,55.0,33.0,41.0,1.0,True,False,False,False,True
52.0,134352.0,58.0,11.0,43.0,1.0,False,False,False,False,True
61.0,103042.0,69.0,18.0,13.0,0.0,True,False,True,False,False
57.0,105999.0,32.0,36.0,13.0,1.0,False,False,True,False,False
39.0,37955.0,52.0,16.0,1.0,1.0,False,True,False,False,True
44.0,57841.0,21.0,9.0,36.0,0.0,False,False,False,True,False
52.0,90640.0,20.0,11.0,4.0,1.0,False,False,False,False,True
18.0,85510.0,69.0,15.0,37.0,1.0,True,False,False,False,False
52.0,54911.0,69.0,23.0,44.0,0.0,False,False,False,False,False
54.0,79031.0,3.0,18.0,40.0,1.0,False,False,True,False,False
64.0,108726.0,93.0,7.0,46.0,1.0,True,False,False,True,False
31.0,27357.0,74.0,30.0,13.0,0.0,True,False,False,True,False
20.0,52479.0,61.0,20.0,38.0,1.0,False,False,False,False,False
18.0,81476.0,61.0,16.0,24.0,1.0,True,False,False,False,True
22.0,64811.0,93.0,22.0,19.0,0.0,True,False,True,False,False
43.0,56208.0,94.0,36.0,1.0,1.0,True,False,False,False,True
31.0,40150.0,23.0,15.0,38.0,0.0,True,False,False,False,True
56.0,91180.0,54.0,5.0,5.0,1.0,False,False,False,False,True
44.0,63286.0,8.0,7.0,16.0,0.0,False,False,False,True,False
26.0,132856.0,2.0,24.0,24.0,1.0,False,False,False,False,False
32.0,88450.0,30.0,17.0,27.0,0.0,True,False,False,True,False
32.0,41352.0,39.0,24.0,1.0,0.0,True,False,False,False,False
43.0,75069.0,35.0,11.0,34.0,0.0,False,False,True,False,False
59.0,131888.0,23.0,14.0,36.0,0.0,True,False,True,False,False
30.0,130448.0,94.0,25.0,4.0,1.0,True,False,False,False,True
68.0,34397.0,5.0,25.0,0.0,1.0,False,False,False,False,False
49.0,61555.0,65.0,31.0,39.0,1.0,True,False,False,False,False
56.0,66959.0,83.0,9.0,11.0,0.0,False,False,False,False,False
66.0,20728.0,91.0,15.0,35.0,0.0,True,False,False,False,True
69.0,70517.0,74.0,6.0,44.0,1.0,True,False,False,False,True
49.0,139180.0,3.0,16.0,22.0,1.0,True,False,True,False,False
21.0,86234.0,78.0,22.0,46.0,1.0,False,True,False,True,False
47.0,59954.0,5.0,25.0,30.0,0.0,False,False,False,False,False
54.0,67280.0,93.0,20.0,10.0,0.0,False,False,False,False,False
40.0,99459.0,50.0,21.0,9.0,1.0,False,False,False,True,False
56.0,36779.0,61.0,6.0,2.0,1.0,True,False,False,False,False
62.0,83932.0,56.0,13.0,13.0,0.0,False,False,False,False,True
32.0,92936.0,65.0,14.0,15.0,1.0,True,False,False,False,True
60.0,44466.0,78.0,6.0,9.0,0.0,False,False,False,False,False
46.0,56939.0,74.0,8.0,28.0,1.0,True,False,False,False,True
53.0,89896.0,7.0,7.0,9.0,0.0,False,False,False,False,True
30.0,55270.0,25.0,22.0,11.0,0.0,True,False,False,False,False
49.0,79163.0,50.0,28.0,29.0,0.0,True,False,True,False,False
24.0,102637.0,44.0,17.0,40.0,1.0,False,False,False,True,False
68.0,71934.0,43.0,30.0,0.0,0.0,True,False,False,False,True
39.0,84895.0,4.0,29.0,4.0,0.0,True,False,True,False,False
45.0,52307.0,69.0,38.0,19.0,0.0,True,False,False,False,True
19.0,74098.0,25.0,34.0,7.0,1.0,True,False,False,False,True
59.0,80921.0,67.0,17.0,42.0,1.0,False,False,False,True,False
62.0,25486.0,18.0,38.0,11.0,0.0,False,False,False,False,True
23.0,28335.0,83.0,16.0,0.0,1.0,False,False,False,True,False
45.0,106900.0,96.0,13.0,19.0,1.0,False,False,False,True,False
45.0,146020.0,19.0,30.0,27.0,1.0,True,False,False,True,False
61.0,141954.0,11.0,23.0,42.0,1.0,False,False,True,False,False
61.0,122795.0,46.0,34.0,36.0,0.0,True,False,False,False,False
37.0,109112.0,0.0,33.0,46.0,0.0,True,False,True,False,False
47.0,117203.0,89.0,2.0,36.0,0.0,False,False,False,False,False
28.0,31130.0,13.0,36.0,11.0,0.0,True,False,False,False,False
45.0,107508.0,63.0,39.0,36.0,0.0,False,False,False,True,False
42.0,125955.0,37.0,25.0,48.0,1.0,True,False,False,False,True
56.0,138324.0,36.0,22.0,48.0,1.0,False,False,False,True,False
50.0,79494.0,10.0,38.0,43.0,1.0,False,False,False,False,True
18.0,86703.0,99.0,14.0,27.0,0.0,False,False,False,False,False
44.0,47192.0,76.0,3.0,46.0,0.0,False,False,False,True,False
69.0,21062.0,2.0,28.0,14.0,0.0,False,False,False,False,True
30.0,104076.0,32.0,21.0,5.0,0.0,True,False,True,False,False
45.0,109780.0,5.0,24.0,43.0,1.0,False,False,False,False,True
20.0,41545.0,49.0,12.0,19.0,1.0,True,False,False,True,False
56.0,41689.0,9.0,17.0,49.0,0.0,False,False,True,False,False
23.0,31174.0,4.0,32.0,13.0,0.0,False,False,False,False,True
25.0,108461.0,22.0,15.0,1.0,1.0,False,False,False,False,True
44.0,146174.0,9.0,1.0,8.0,1.0,True,False,False,False,True
26.0,123033.0,43.0,34.0,36.0,1.0,True,False,False,False,True
54.0,29348.0,1.0,33.0,19.0,0.0,False,False,False,False,True
50.0,43714.0,12.0,29.0,25.0,0.0,True,False,True,False,False
68.0,58102.0,39.0,12.0,28.0,0.0,True,False,False,False,False
59.0,94460.0,1.0,12.0,0.0,0.0,True,False,True,False,False
61.0,122634.0,83.0,17.0,34.0,1.0,False,False,True,False,False
41.0,109930.0,64.0,31.0,5.0,1.0,False,False,True,False,False
32.0,26801.0,62.0,31.0,36.0,1.0,True,False,False,False,False
49.0,123150.0,72.0,34.0,4.0,0.0,True,False,False,True,False
49.0,92267.0,16.0,38.0,32.0,0.0,True,False,False,False,False
41.0,68136.0,8.0,28.0,48.0,1.0,False,False,True,False,False
58.0,43625.0,74.0,28.0,13.0,0.0,False,False,False,False,True
69.0,102873.0,14.0,15.0,11.0,0.0,True,False,False,False,True
66.0,79494.0,23.0,9.0,41.0,1.0,False,False,True,False,False
66.0,92592.0,37.0,29.0,19.0,0.0,True,False,False,False,True
69.0,97052.0,34.0,24.0,49.0,1.0,False,False,True,False,False
29.0,64261.0,93.0,38.0,23.0,0.0,False,False,False,False,True
56.0,21542.0,94.0,19.0,42.0,1.0,True,False,False,False,False
19.0,41677.0,48.0,4.0,33.0,0.0,True,False,False,True,False
20.0,66732.0,68.0,0.0,24.0,1.0,True,False,False,True,False
66.0,70343.0,61.0,29.0,49.0,1.0,False,True,False,False,False
54.0,59081.0,59.0,2.0,28.0,0.0,True,False,False,False,False
66.0,82856.0,49.0,13.0,38.0,1.0,False,False,True,False,False
34.0,113105.0,77.0,29.0,30.0,0.0,False,False,True,False,False
66.0,108858.0,74.0,3.0,46.0,0.0,True,False,True,False,False
19.0,39065.0,8.0,17.0,42.0,0.0,True,False,False,False,True
19.0,144097.0,33.0,36.0,49.0,0.0,False,False,True,False,False
45.0,103460.0,75.0,24.0,22.0,1.0,False,False,False,False,False
40.0,108092.0,98.0,0.0,43.0,1.0,False,False,False,True,False
54.0,146116.0,34.0,14.0,37.0,1.0,False,False,False,False,True
49.0,74693.0,0.0,8.0,19.0,0.0,False,False,True,False,False
50.0,46962.0,39.0,14.0,22.0,1.0,True,False,False,False,True
18.0,48295.0,63.0,23.0,44.0,1.0,False,True,False,False,True
36.0,33807.0,21.0,3.0,15.0,0.0,False,False,True,False,False
19.0,62348.0,59.0,11.0,49.0,0.0,True,False,False,False,True
61.0,46432.0,63.0,36.0,41.0,0.0,False,True,False,True,False
43.0,103285.0,92.0,36.0,7.0,0.0,False,False,False,False,False
49.0,126995.0,71.0,5.0,49.0,1.0,False,False,False,False,False
23.0,111792.0,10.0,38.0,20.0,0.0,False,False,False,True,False
49.0,77854.0,13.0,23.0,0.0,0.0,False,False,False,False,True
21.0,60262.0,59.0,10.0,7.0,1.0,False,False,True,False,False
28.0,57080.0,29.0,12.0,28.0,0.0,True,False,False,False,True
34.0,21324.0,34.0,33.0,31.0,0.0,True,False,False,True,False
55.0,111267.0,84.0,24.0,37.0,1.0,False,False,False,False,True
41.0,144707.0,36.0,6.0,4.0,0.0,True,False,False,False,False
22.0,55909.0,4.0,3.0,46.0,1.0,True,False,False,False,True
69.0,109339.0,82.0,7.0,21.0,0.0,True,False,False,True,False
51.0,39870.0,77.0,19.0,46.0,0.0,True,False,False,False,False
23.0,54578.0,25.0,28.0,33.0,0.0,False,False,False,False,True
39.0,92124.0,61.0,9.0,0.0,1.0,False,False,False,False,True
28.0,137611.0,3.0,33.0,25.0,1.0,True,False,False,False,False
65.0,123605.0,88.0,25.0,42.0,1.0,True,False,True,False,False
33.0,46790.0,41.0,2.0,9.0,0.0,True,False,False,False,False
50.0,138874.0,88.0,5.0,29.0,1.0,False,False,True,False,False
26.0,45289.0,17.0,4.0,49.0,0.0,False,False,False,True,False
23.0,75129.0,39.0,4.0,17.0,1.0,True,False,False,True,False
33.0,113714.0,71.0,22.0,16.0,1.0,False,False,False,False,False
46.0,114246.0,38.0,8.0,25.0,0.0,False,False,False,False,False
20.0,35485.0,13.0,34.0,7.0,0.0,False,False,False,True,False
37.0,64482.0,31.0,19.0,46.0,0.0,False,False,True,False,False
53.0,106188.0,50.0,34.0,39.0,1.0,True,False,False,True,False
36.0,24748.0,37.0,17.0,48.0,0.0,False,False,False,False,False
43.0,106769.0,96.0,16.0,11.0,1.0,True,False,False,True,False
20.0,29435.0,22.0,23.0,26.0,0.0,False,False,False,False,False
36.0,23709.0,62.0,2.0,7.0,0.0,False,False,False,False,False
37.0,143961.0,14.0,31.0,24.0,0.0,False,False,False,True,False
49.0,50355.0,96.0,34.0,45.0,1.0,False,False,True,False,False
24.0,75771.0,24.0,37.0,3.0,0.0,True,False,False,False,True
69.0,77799.0,16.0,12.0,32.0,1.0,False,False,False,True,False
58.0,33116.0,96.0,24.0,0.0,1.0,False,True,False,False,True
50.0,45470.0,65.0,8.0,18.0,0.0,False,False,False,True,False
57.0,62344.0,77.0,3.0,30.0,1.0,True,False,False,False,True
56.0,62918.0,52.0,13.0,15.0,0.0,True,False,True,False,False
35.0,72224.0,50.0,36.0,13.0,1.0,True,False,True,False,False
57.0,59298.0,38.0,33.0,47.0,0.0,False,False,False,True,False
18.0,128492.0,50.0,10.0,4.0,0.0,False,False,False,False,False
28.0,100219.0,69.0,2.0,40.0,0.0,True,False,False,False,True
45.0,81629.0,5.0,27.0,25.0,0.0,False,False,False,False,False
42.0,86040.0,66.0,28.0,27.0,0.0,False,False,False,False,False
67.0,119518.0,6.0,8.0,1.0,0.0,False,False,False,False,False
40.0,119835.0,50.0,2.0,49.0,0.0,False,False,True,False,False
48.0,48016.0,71.0,24.0,5.0,1.0,False,False,False,True,False
47.0,43960.0,41.0,33.0,8.0,1.0,False,False,False,True,False
59.0,53591.0,63.0,11.0,32.0,0.0,True,False,True,False,False
52.0,102848.0,14.0,8.0,40.0,0.0,False,False,True,False,False
24.0,123333.0,28.0,14.0,24.0,0.0,False,False,False,True,False
33.0,131732.0,32.0,39.0,47.0,0.0,False,False,False,False,False
43.0,134821.0,93.0,24.0,12.0,1.0,False,False,False,False,True
65.0,87641.0,26.0,4.0,8.0,0.0,False,False,False,False,True
69.0,56395.0,35.0,10.0,12.0,1.0,True,False,False,False,True
66.0,131276.0,28.0,33.0,30.0,0.0,True,False,False,False,False
19.0,149695.0,37.0,23.0,40.0,0.0,True,False,False,True,False
18.0,42700.0,56.0,14.0,10.0,1.0,True,False,True,False,False
65.0,54620.0,96.0,37.0,3.0,0.0,False,False,False,True,False
29.0,123214.0,26.0,7.0,33.0,0.0,False,True,False,False,False
22.0,148148.0,54.0,4.0,37.0,1.0,True,False,True,False,False
54.0,40559.0,32.0,25.0,45.0,0.0,True,False,False,False,False
49.0,113045.0,67.0,17.0,3.0,0.0,False,False,False,False,True
26.0,113396.0,85.0,5.0,37.0,1.0,True,False,False,False,True
58.0,81642.0,65.0,36.0,18.0,1.0,False,False,False,False,False
52.0,96539.0,9.0,12.0,5.0,0.0,False,False,True,False,False
36.0,41732.0,4.0,27.0,33.0,1.0,False,False,True,False,False
65.0,148675.0,73.0,4.0,17.0,1.0,True,False,False,True,False
33.0,111362.0,96.0,12.0,12.0,1.0,True,False,False,False,True
20.0,50354.0,37.0,16.0,40.0,0.0,False,False,False,True,False
37.0,33843.0,12.0,39.0,22.0,0.0,False,False,False,True,False
41.0,130008.0,30.0,31.0,18.0,1.0,True,False,False,False,False
50.0,134065.0,46.0,28.0,44.0,1.0,False,False,False,False,False
41.0,91726.0,99.0,2.0,10.0,1.0,True,False,False,True,False
69.0,37640.0,87.0,39.0,0.0,0.0,False,False,False,False,True
28.0,72528.0,51.0,33.0,23.0,0.0,True,False,False,False,False
66.0,58413.0,55.0,39.0,6.0,1.0,False,False,False,True,False
25.0,148142.0,14.0,26.0,24.0,0.0,True,False,False,True,False
53.0,72638.0,28.0,12.0,20.0,0.0,True,False,False,True,False
55.0,72736.0,7.0,32.0,14.0,0.0,True,False,False,True,False
57.0,127892.0,4.0,5.0,0.0,0.0,True,False,False,True,False
37.0,130133.0,28.0,23.0,11.0,0.0,False,False,False,True,False
52.0,126357.0,46.0,18.0,6.0,1.0,False,True,False,False,False
65.0,88866.0,67.0,15.0,14.0,0.0,True,False,False,False,True
42.0,39087.0,75.0,39.0,20.0,0.0,True,False,False,True,False
52.0,61430.0,44.0,27.0,18.0,0.0,False,False,True,False,False
42.0,44504.0,1.0,32.0,28.0,0.0,False,False,False,False,False
46.0,27114.0,26.0,12.0,24.0,0.0,False,False,False,False,False
35.0,98859.0,94.0,24.0,32.0,1.0,True,False,False,True,False
63.0,119657.0,35.0,35.0,48.0,1.0,True,False,False,False,False
35.0,30975.0,35.0,26.0,31.0,0.0,False,False,False,True,False
19.0,31023.0,25.0,37.0,48.0,0.0,True,False,False,False,True
52.0,41447.0,42.0,6.0,34.0,1.0,False,False,False,False,True
33.0,110469.0,26.0,4.0,43.0,0.0,True,False,False,False,False
58.0,145899.0,68.0,30.0,37.0,0.0,False,False,False,False,False
53.0,43959.0,19.0,22.0,25.0,0.0,True,False,True,False,False
50.0,86203.0,10.0,9.0,10.0,0.0,False,False,False,False,False
21.0,139156.0,73.0,31.0,34.0,1.0,False,False,True,False,False
50.0,49703.0,37.0,29.0,7.0,0.0,False,False,False,False,True
31.0,29337.0,5.0,38.0,45.0,0.0,True,False,False,False,True
38.0,66427.0,71.0,30.0,13.0,1.0,False,False,False,True,False
65.0,141507.0,22.0,17.0,9.0,0.0,False,False,False,False,True
37.0,81529.0,46.0,35.0,1.0,1.0,False,False,True,False,False
25.0,122023.0,89.0,1.0,45.0,1.0,False,False,False,False,False
24.0,104665.0,45.0,13.0,8.0,1.0,False,False,False,True,False
20.0,125787.0,11.0,12.0,2.0,0.0,False,False,True,False,False
34.0,51921.0,89.0,28.0,20.0,1.0,True,False,False,False,False
50.0,53307.0,12.0,11.0,25.0,0.0,False,False,False,True,False
65.0,47355.0,61.0,38.0,7.0,0.0,False,False,False,False,True
29.0,123268.0,81.0,1.0,47.0,1.0,True,False,True,False,False
68.0,147016.0,88.0,31.0,1.0,1.0,True,False,False,False,False
39.0,24835.0,96.0,12.0,5.0,0.0,True,False,False,True,False
39.0,40159.0,59.0,26.0,27.0,0.0,False,False,False,True,False
63.0,124346.0,42.0,16.0,28.0,1.0,False,False,False,False,True
47.0,67605.0,75.0,39.0,25.0,0.0,False,False,False,False,False
55.0,141790.0,99.0,30.0,24.0,1.0,False,False,False,False,True
55.0,125616.0,67.0,33.0,11.0,1.0,True,False,False,False,True
62.0,58088.0,4.0,23.0,4.0,0.0,True,False,False,False,False
68.0,98752.0,36.0,34.0,33.0,0.0,True,False,False,False,False
25.0,75284.0,71.0,5.0,47.0,0.0,True,False,False,False,False
44.0,77043.0,91.0,18.0,36.0,1.0,True,False,True,False,False
45.0,145388.0,30.0,29.0,14.0,0.0,True,False,False,False,False
51.0,55547.0,8.0,6.0,43.0,0.0,False,False,False,True,False
38.0,117007.0,50.0,9.0,35.0,1.0,False,False,False,False,True
47.0,102844.0,28.0,31.0,14.0,1.0,False,True,True,False,False
50.0,47532.0,77.0,33.0,42.0,0.0,False,False,False,False,False
45.0,54349.0,39.0,27.0,47.0,0.0,False,False,True,False,False
64.0,142402.0,40.0,14.0,22.0,1.0,True,False,False,False,False
50.0,138012.0,85.0,29.0,5.0,1.0,False,False,True,False,False
22.0,65445.0,10.0,36.0,45.0,0.0,False,False,False,False,True
65.0,25713.0,22.0,28.0,49.0,0.0,True,False,False,False,True
36.0,76178.0,0.0,21.0,43.0,0.0,True,False,False,True,False
21.0,69407.0,45.0,3.0,42.0,0.0,False,False,False,True,False
52.0,90340.0,20.0,19.0,44.0,0.0,True,False,False,False,False
66.0,70990.0,89.0,31.0,20.0,1.0,False,False,False,False,True
34.0,95672.0,35.0,35.0,22.0,0.0,False,False,True,False,False
61.0,149473.0,53.0,3.0,42.0,1.0,True,False,True,False,False
45.0,85545.0,86.0,26.0,15.0,0.0,True,False,True,False,False
47.0,104791.0,56.0,16.0,46.0,0.0,True,False,False,True,False
46.0,79494.0,0.0,11.0,14.0,0.0,True,False,True,False,False
63.0,43793.0,62.0,21.0,24.0,1.0,True,False,False,True,False
23.0,76570.0,53.0,16.0,35.0,0.0,False,False,False,True,False
52.0,115084.0,54.0,9.0,10.0,0.0,True,False,False,False,False
58.0,57892.0,39.0,0.0,14.0,0.0,False,False,True,False,False
54.0,21015.0,14.0,21.0,3.0,0.0,True,False,True,False,False
41.0,144704.0,20.0,25.0,20.0,1.0,False,False,False,False,True
46.0,81813.0,46.0,17.0,12.0,1.0,True,False,False,False,False
66.0,47712.0,72.0,13.0,21.0,1.0,True,False,False,False,True
63.0,120497.0,52.0,28.0,18.0,1.0,False,False,False,False,False
48.0,28415.0,8.0,11.0,33.0,0.0,False,False,True,False,False
52.0,131854.0,73.0,35.0,13.0,1.0,True,False,False,True,False
50.0,132816.0,51.0,34.0,3.0,1.0,False,False,False,True,False
45.0,148778.0,56.0,11.0,47.0,1.0,True,False,False,True,False
38.0,82292.0,25.0,6.0,45.0,1.0,False,False,False,True,False
49.0,43833.0,40.0,28.0,26.0,1.0,True,False,False,True,False
40.0,24158.0,34.0,10.0,28.0,1.0,True,False,False,False,True
50.0,82680.0,62.0,32.0,46.0,0.0,False,False,False,False,False
