Age,Income,Score,Experience,Purchases_Last_Year,Purchased,Gender_Male,Gender_Other,Product_Type_Clothing,Product_Type_Electronics,Product_Type_Food
23.0,76570.0,53,16,35,0,False,False,False,True,False
52.0,115084.0,54,9,10,0,True,False,False,False,False
58.0,57892.0,39,0,14,0,False,False,True,False,False
54.0,21015.0,14,21,3,0,True,False,True,False,False
41.0,144704.0,20,25,20,1,False,False,False,False,True
46.0,81813.0,46,17,12,1,True,False,False,False,False
66.0,47712.0,72,13,21,1,True,False,False,False,True
63.0,120497.0,52,28,18,1,False,False,False,False,False
48.0,28415.0,8,11,33,0,False,False,True,False,False
52.0,131854.0,73,35,13,1,True,False,False,True,False
50.0,132816.0,51,34,3,1,False,False,False,True,False
45.0,148778.0,56,11,47,1,True,False,False,True,False
38.0,82292.0,25,6,45,1,False,False,False,True,False
49.0,43833.0,40,28,26,1,True,False,False,True,False
40.0,24158.0,34,10,28,1,True,False,False,False,True
50.0,82680.0,62,32,46,0,False,False,False,False,False
20.0,40309.0,24,5,27,0,False,False,True,False,False
35.0,26970.0,89,14,34,0,True,False,False,False,True
42.0,92474.0,74,31,7,1,False,False,False,False,False
59.0,106704.0,37,10,15,1,False,False,False,True,False
48.0,66540.0,1,22,41,0,True,False,False,False,False
20.0,40384.0,6,25,35,0,False,False,False,False,False
57.0,38017.0,81,33,29,1,True,False,False,True,False
63.0,95880.0,90,33,17,1,False,False,False,True,False
41.0,125570.0,33,28,1,0,False,False,False,True,False
67.0,28702.0,90,3,48,0,False,False,True,False,False
49.0,20384.0,16,16,12,0,True,False,False,True,False
64.0,20404.0,42,34,3,1,True,False,True,False,False
39.0,60943.0,58,12,25,1,True,False,False,True,False
40.0,67926.0,50,38,24,0,True,False,True,False,False
19.0,49189.0,53,14,29,1,True,False,False,False,False
44.0,32763.0,23,28,10,0,False,False,False,False,True
59.0,38384.0,24,28,6,0,True,False,False,False,False
19.0,80100.0,70,10,30,0,True,False,False,False,False
43.0,118142.0,51,31,43,1,False,False,False,True,False
34.0,29860.0,69,1,9,0,True,False,True,False,False
57.0,124293.0,87,13,38,0,False,False,False,False,True
50.0,100642.0,32,19,12,1,True,False,False,True,False
26.0,70612.0,48,21,30,0,False,False,False,True,False
60.0,43574.0,28,10,6,0,True,False,False,True,False
65.0,43524.0,62,26,48,0,True,False,False,False,False
56.0,89172.0,21,2,41,1,False,False,True,False,False
46.0,30916.0,25,16,41,0,True,False,True,False,False
59.0,24809.0,27,27,35,0,False,False,False,False,True
43.0,52201.0,84,28,19,0,True,False,True,False,False
52.0,73330.0,48,20,3,1,True,False,True,False,False
67.0,33456.0,70,15,6,0,False,False,False,True,False
42.0,133748.0,80,36,0,1,True,False,False,True,False
41.0,76397.0,83,19,43,0,False,False,False,False,False
30.0,141288.0,48,5,44,1,False,True,False,True,False
24.0,58765.0,19,18,41,0,False,False,False,True,False
53.0,54816.0,85,4,46,0,False,False,False,True,False
62.0,65106.0,91,2,12,1,True,False,False,True,False
37.0,73932.0,62,0,21,1,True,False,False,False,False
18.0,37100.0,60,37,20,0,True,False,False,True,False
25.0,77091.0,48,14,21,0,False,False,False,False,True
63.0,41949.0,70,33,27,0,False,True,False,False,True
33.0,90080.0,0,34,8,0,True,False,False,False,True
31.0,57744.0,95,24,25,1,False,False,False,False,True
29.0,65543.0,12,23,8,0,True,False,False,True,False
68.0,128319.0,93,11,14,1,False,False,False,False,True
40.0,112193.0,86,17,9,0,True,False,False,True,False
32.0,56187.0,50,14,23,1,False,True,False,False,False
45.0,132734.0,55,15,41,0,False,False,False,False,True
51.0,27239.0,82,26,7,1,True,False,True,False,False
19.0,144454.0,61,7,23,0,True,False,False,False,True
49.0,34489.0,31,24,15,0,True,False,False,False,True
40.0,134937.0,29,16,48,0,True,False,False,True,False
39.0,78017.0,28,28,25,1,True,False,False,False,True
68.0,81877.0,48,7,26,0,False,False,True,False,False
42.0,63125.0,44,14,36,1,False,False,False,True,False
39.0,69922.0,92,26,3,1,False,False,False,True,False
39.0,114074.0,29,6,49,1,True,False,False,False,False
66.0,52049.0,15,2,23,0,False,False,False,False,False
69.0,57131.0,39,28,18,0,False,False,False,False,True
59.0,62944.0,18,23,35,0,True,False,False,False,False
23.0,135765.0,17,2,38,0,False,False,False,False,False
32.0,93963.0,0,19,9,1,False,False,False,False,False
60.0,126884.0,77,14,24,1,True,False,False,True,False
54.0,145917.0,46,24,17,0,True,False,False,True,False
50.0,44285.0,65,29,18,1,False,False,False,True,False
25.0,57626.0,91,13,35,0,True,False,False,False,False
61.0,62808.0,93,6,9,0,False,False,False,True,False
61.0,108464.0,37,16,32,1,False,False,False,False,False
22.0,73871.0,50,19,49,1,False,False,False,True,False
56.0,39198.0,62,35,4,1,True,False,False,True,False
21.0,39758.0,3,8,46,0,True,False,True,False,False
23.0,35254.0,0,37,48,0,False,False,False,False,True
62.0,64238.0,7,21,34,0,False,False,False,False,False
49.0,21252.0,28,1,43,0,True,False,True,False,False
69.0,59764.0,54,23,33,1,False,False,False,True,False
47.0,97709.0,2,7,32,1,False,False,False,False,False
64.0,57441.0,31,10,20,0,True,False,False,True,False
52.0,112234.0,9,12,16,0,True,False,False,False,True
57.0,73682.0,73,16,21,0,False,False,True,False,False
69.0,79494.0,82,7,47,1,True,False,False,False,True
33.0,101317.0,33,20,36,1,True,False,True,False,False
30.0,85215.0,96,17,14,1,True,False,False,True,False
67.0,98587.0,86,29,34,1,True,False,False,False,True
59.0,125185.0,54,17,27,0,False,False,False,False,True
45.0,26949.0,91,30,6,1,False,False,False,True,False
36.0,127825.0,31,37,31,0,True,False,False,False,True
34.0,75393.0,49,31,10,0,False,False,False,False,False
36.0,93553.0,6,10,9,0,False,False,True,False,False
45.0,26941.0,92,24,8,0,False,False,True,False,False
43.0,45934.0,7,32,13,0,True,False,True,False,False
54.0,43386.0,64,37,12,0,True,False,False,False,False
43.0,145362.0,56,7,24,1,False,True,True,False,False
40.0,81886.0,66,10,1,1,False,False,False,True,False
26.0,95745.0,87,21,34,1,True,False,False,False,True
29.0,103251.0,86,23,6,1,True,False,False,False,False
18.0,114456.0,58,16,20,1,True,False,True,False,False
18.0,73413.0,71,11,17,1,False,False,False,True,False
64.0,76800.0,53,31,2,1,False,False,False,False,True
51.0,117239.0,66,14,41,0,False,False,False,False,True
49.0,62318.0,50,15,38,1,True,False,False,False,False
65.0,139803.0,96,21,40,1,False,False,False,False,False
42.0,90173.0,91,27,48,0,False,False,False,False,False
57.0,90390.0,7,19,10,0,True,False,False,True,False
62.0,72329.0,33,32,38,0,False,False,False,True,False
18.0,142418.0,34,9,23,0,False,True,False,False,False
